typeID,groupID,typeName,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
18682,46,Corelum C-Type 10MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18684,46,Core C-Type 100MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18686,46,Coreli B-Type 1MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18688,46,Corelum B-Type 10MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18690,46,Core B-Type 100MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18692,46,Coreli A-Type 1MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18694,46,Corelum A-Type 10MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18696,46,Core A-Type 100MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18698,46,Core X-Type 100MN Afterburner,0.00E+00,5,0.00E+00,1,4,161280,1,542,96,None,0
18700,98,Corpii C-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18702,98,Centii C-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18704,98,Corpii B-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18706,98,Centii B-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18708,98,Corpii A-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18710,98,Centii A-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18712,98,Corpii C-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18714,98,Centii C-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18716,98,Corpii C-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18718,98,Centii C-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18720,98,Corpii C-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18722,98,Centii C-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18724,98,Corpii C-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18726,98,Centii C-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18728,98,Corpii B-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18730,98,Centii B-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18740,98,Corpii B-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18742,98,Centii B-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18744,98,Corpii B-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18746,98,Centii B-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18748,98,Corpii B-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18750,98,Centii B-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18752,98,Corpii A-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18754,98,Centii A-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18756,98,Corpii A-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18758,98,Centii A-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18760,98,Corpii A-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18762,98,Centii A-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18764,98,Corpii A-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18766,98,Centii A-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18768,98,Coreli C-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18770,98,Coreli C-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18772,98,Coreli C-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18775,98,Coreli C-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18777,98,Coreli C-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18779,98,Coreli B-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18781,98,Coreli B-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18783,98,Coreli B-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18785,98,Coreli B-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18787,98,Coreli B-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18789,98,Coreli A-Type Adaptive Nano Plating,1,5,0.00E+00,1,None,None,1,1670,1030,None,0
18791,98,Coreli A-Type Kinetic Plating,1,5,0.00E+00,1,None,None,1,1666,20957,None,0
18793,98,Coreli A-Type Explosive Plating,1,5,0.00E+00,1,None,None,1,1667,20955,None,0
18795,98,Coreli A-Type EM Plating,1,5,0.00E+00,1,None,None,1,1668,20956,None,0
18797,98,Coreli A-Type Thermal Plating,1,5,0.00E+00,1,None,None,1,1665,20958,None,0
18799,326,Corelum C-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18801,326,Corelum C-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18803,326,Corelum C-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18805,326,Corelum C-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18807,326,Corelum C-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18809,326,Corelum B-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18811,326,Corelum B-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18813,326,Corelum B-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18815,326,Corelum B-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18817,326,Corelum B-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18819,326,Corelum A-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18821,326,Corelum A-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18823,326,Corelum A-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18825,326,Corelum A-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18827,326,Corelum A-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18829,326,Corpum C-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18831,326,Centum C-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18833,326,Corpum C-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18835,326,Centum C-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18837,326,Corpum C-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18839,326,Centum C-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18841,326,Corpum C-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18843,326,Centum C-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18845,326,Corpum C-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18847,326,Centum C-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18849,326,Corpum B-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18851,326,Centum B-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18853,326,Corpum B-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18855,326,Centum B-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18857,326,Corpum B-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18859,326,Centum B-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18861,326,Corpum B-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18863,326,Centum B-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18865,326,Corpum A-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18867,326,Centum A-Type Energized Thermal Membrane,1,5,0.00E+00,1,None,None,1,1683,20954,None,0
18869,326,Corpum A-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18871,326,Centum A-Type Energized EM Membrane,1,5,0.00E+00,1,None,None,1,1684,20952,None,0
18873,326,Corpum A-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18875,326,Centum A-Type Energized Explosive Membrane,1,5,0.00E+00,1,None,None,1,1682,20951,None,0
18877,326,Corpum A-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18879,326,Centum A-Type Energized Kinetic Membrane,1,5,0.00E+00,1,None,None,1,1685,20953,None,0
18881,326,Corpum A-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18883,326,Centum A-Type Energized Adaptive Nano Membrane,1,5,0.00E+00,1,None,None,1,1686,2066,None,0
18885,328,Corpus C-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18887,328,Centus C-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18889,328,Corpus C-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18891,328,Centus C-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18893,328,Corpus C-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18895,328,Centus C-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18897,328,Corpus C-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18899,328,Centus C-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18901,328,Corpus B-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18903,328,Centus B-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18905,328,Corpus B-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18907,328,Centus B-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18909,328,Corpus B-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18911,328,Centus B-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18913,328,Corpus B-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18915,328,Centus B-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18917,328,Corpus A-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18919,328,Centus A-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18921,328,Corpus A-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18923,328,Centus A-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18925,328,Corpus A-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18927,328,Centus A-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18929,328,Corpus A-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18931,328,Centus A-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18933,328,Corpus X-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18935,328,Centus X-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18937,328,Corpus X-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18939,328,Centus X-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18941,328,Corpus X-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18943,328,Centus X-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18945,328,Corpus X-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18947,328,Centus X-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18949,328,Core C-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18951,328,Core C-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18953,328,Core C-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18955,328,Core C-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18957,328,Core B-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18959,328,Core B-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18961,328,Core B-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18963,328,Core B-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18965,328,Core A-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18967,328,Core A-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18969,328,Core A-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18971,328,Core A-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18973,328,Core X-Type Armor EM Hardener,1,5,0.00E+00,1,None,None,1,1681,20944,None,0
18975,328,Core X-Type Armor Explosive Hardener,1,5,0.00E+00,1,None,None,1,1680,20943,None,0
18977,328,Core X-Type Armor Kinetic Hardener,1,5,0.00E+00,1,None,None,1,1679,20945,None,0
18979,328,Core X-Type Armor Thermal Hardener,1,5,0.00E+00,1,None,None,1,1678,20946,None,0
18981,325,Coreli C-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
18983,325,Coreli B-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
18985,325,Coreli A-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
18987,325,Corelum C-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
18989,325,Corelum B-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
18991,325,Corelum A-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
18999,62,Corpii C-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19001,62,Corpii B-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19003,62,Corpii A-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19005,62,Centii C-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19007,62,Centii B-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19009,62,Centii A-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19011,62,Coreli C-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19013,62,Coreli B-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19015,62,Coreli A-Type Small Armor Repairer,500,5,0.00E+00,1,None,None,1,1049,80,None,0
19017,62,Corpum C-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19019,62,Corpum B-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19021,62,Corpum A-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19023,62,Centum C-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19025,62,Centum B-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19027,62,Centum A-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19029,62,Corelum C-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19031,62,Corelum B-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19033,62,Corelum A-Type Medium Armor Repairer,500,10,0.00E+00,1,None,None,1,1050,80,None,0
19035,62,Core C-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19036,62,Core B-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19037,62,Core A-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19038,62,Core X-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19039,62,Corpus C-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19040,62,Centus C-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19041,62,Corpus B-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19042,62,Centus B-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19043,62,Corpus A-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19044,62,Centus A-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19045,62,Corpus X-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19046,62,Centus X-Type Large Armor Repairer,500,50,0.00E+00,1,4,None,1,1051,80,None,0
19047,325,Centii C-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
19049,325,Centii B-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
19051,325,Centii A-Type Small Remote Armor Repairer,20,5,0.00E+00,1,None,4996,1,1059,21426,None,0
19053,325,Centum C-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
19055,325,Centum B-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
19057,325,Centum A-Type Medium Remote Armor Repairer,20,10,0.00E+00,1,None,12470,1,1058,21426,None,0
19065,67,Corpii C-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19067,67,Corpii B-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19069,67,Corpii A-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19071,67,Centii C-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19073,67,Centii B-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19075,67,Centii A-Type Small Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,695,1035,None,0
19077,67,Corpum C-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19079,67,Corpum B-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19081,67,Corpum A-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19083,67,Centum C-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19085,67,Centum B-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19087,67,Centum A-Type Medium Remote Capacitor Transmitter,1000,5,0.00E+00,1,None,30000,1,696,1035,None,0
19101,68,Corpii C-Type Small Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,692,1029,None,0
19103,68,Corpii B-Type Small Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,692,1029,None,0
19105,68,Corpii A-Type Small Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,692,1029,None,0
19107,68,Corpum C-Type Medium Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,693,1029,None,0
19109,68,Corpum B-Type Medium Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,693,1029,None,0
19111,68,Corpum A-Type Medium Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,693,1029,None,0
19113,68,Corpus C-Type Heavy Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,694,1029,None,0
19115,68,Corpus B-Type Heavy Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,694,1029,None,0
19117,68,Corpus A-Type Heavy Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,694,1029,None,0
19119,68,Corpus X-Type Heavy Energy Nosferatu,1000,5,0.00E+00,1,None,None,1,694,1029,None,0
19129,41,Gistii C-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19131,41,Gistii B-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19133,41,Gistii A-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19135,41,Pithi C-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19137,41,Pithi B-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19139,41,Pithi A-Type Small Remote Shield Booster,0.00E+00,5,0.00E+00,1,None,4996,1,603,86,None,0
19141,41,Gistum C-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19143,41,Gistum B-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19145,41,Gistum A-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19147,41,Pithum C-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19149,41,Pithum B-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19151,41,Pithum A-Type Medium Remote Shield Booster,0.00E+00,10,0.00E+00,1,None,12470,1,602,86,None,0
19169,40,Gistii C-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19171,40,Gistii B-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19173,40,Gistii A-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19175,40,Pithi C-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19177,40,Pithi B-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19179,40,Pithi A-Type Small Shield Booster,0.00E+00,5,0.00E+00,1,None,None,1,609,84,None,0
19181,40,Gistum C-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19183,40,Gistum B-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19185,40,Gistum A-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19187,40,Pithum C-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19189,40,Pithum B-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19191,40,Pithum A-Type Medium Shield Booster,0.00E+00,10,0.00E+00,1,None,None,1,610,84,None,0
19193,40,Gist C-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19194,40,Gist B-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19195,40,Gist C-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19196,40,Gist B-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19197,40,Gist A-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19198,40,Gist X-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19199,40,Gist A-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19200,40,Gist X-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19201,40,Pith C-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19202,40,Pith C-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19203,40,Pith B-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19204,40,Pith B-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19205,40,Pith A-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19206,40,Pith A-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19207,40,Pith X-Type Large Shield Booster,0.00E+00,25,0.00E+00,1,1,None,1,611,84,None,0
19208,40,Pith X-Type X-Large Shield Booster,0.00E+00,50,0.00E+00,1,1,None,1,612,84,None,0
19209,295,Pithum C-Type Explosive Deflection Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1690,20941,None,0
19211,295,Pithum C-Type Thermal Dissipation Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1688,20940,None,0
19213,295,Pithum C-Type Kinetic Deflection Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1689,20939,None,0
19215,295,Pithum C-Type EM Ward Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1691,20942,None,0
19217,295,Pithum B-Type Explosive Deflection Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1690,20941,None,0
19219,295,Pithum B-Type Thermal Dissipation Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1688,20940,None,0
19221,295,Pithum B-Type Kinetic Deflection Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1689,20939,None,0
19223,295,Pithum B-Type EM Ward Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1691,20942,None,0
19225,295,Pithum A-Type Explosive Deflection Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1690,20941,None,0
19227,295,Pithum A-Type Thermal Dissipation Amplifier,0.00E+00,5,0.00E+00,1,None,None,1,1688,20940,None,0
